termId,termUpdate,termName,termType,termCategory,termStatus,termApproval,term_Id,termCreatedDate,termCreatedBy,termModifiedDate,termModifiedBy
"OMII0IIN1701045159","add","Hep C","ND","","active","approved",5073,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1558262023","add","Viral C hepatitis","ND","","active","approved",5074,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN866627388","add","HCV","ND","","active","approved",5075,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II230696981","add","Non-A non-B hepatitis","ND","","active","approved",5076,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1285880567","add","Ocular hypertension","ND","","active","approved",5077,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1532465703","add","Increased intraocular pressure","ND","","active","approved",5078,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN229447821","add","Narrow-angle glaucoma","ND","","active","approved",5079,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II420189316","add","Open cleft glaucoma","ND","","active","approved",5080,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN2002864403","add","Wide-angle glaucoma","ND","","active","approved",5081,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1618023515","add","Primary open angle glaucoma","ND","","active","approved",5082,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1982707200","add","OAG","ND","","active","approved",5083,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN868044169","add","POAG","ND","","active","approved",5084,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II459551097","add","Acute glaucoma","ND","","active","approved",5085,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1647565087","add","Chronic glaucoma","ND","","active","approved",5086,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1923217078","add","Congenital glaucoma","ND","","active","approved",5087,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1622512291","add","Secondary glaucoma","ND","","active","approved",5088,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1882537534","add","Penbritin","ND","","active","approved",5089,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1040339565","add","Open angle glaucoma","ND","","active","approved",5090,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN254708403","add","Acute open angle glaucoma","ND","","active","approved",5091,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN216958103","add","Developmental glaucoma","ND","","active","approved",5092,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1196636704","add","Vaginosis","ND","","active","approved",5093,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1325377298","add","Anaerobic vaginosis","ND","","active","approved",5094,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II406699538","add","BV","ND","","active","approved",5095,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1220859488","add","Nonspecific vaginitis","ND","","active","approved",5096,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1207944240","add","Non-specific vaginitis","ND","","active","approved",5097,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II625155607","add","Nose bleed","ND","","active","approved",5098,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II960928342","add","Nose bleeding","ND","","active","approved",5099,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1484641141","add","Epistaxis","ND","","active","approved",5100,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN562083156","add","Bleeding from the nose","ND","","active","approved",5101,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1825987474","add","Nasal blood","ND","","active","approved",5102,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1425148974","add","Sleeplessness","ND","","active","approved",5103,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II715825364","add","Abnormal wakefulness","ND","","active","approved",5104,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II884083870","add","Disorder of initiating and maintaining sleep","ND","","active","approved",5105,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II847350841","add","Early awakening","ND","","active","approved",5106,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II713150201","add","Hyposomnia","ND","","active","approved",5107,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1407938597","add","Inability to sleep","ND","","active","approved",5108,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN929162014","add","Sleep difficulties","ND","","active","approved",5109,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1900117646","add","Sleep disturbances","ND","","active","approved",5110,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN262849171","add","Sleep initiation dysfunction","ND","","active","approved",5111,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN437582155","add","Sleep problems","ND","","active","approved",5112,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN706174321","add","Wakefulness","ND","","active","approved",5113,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1243861868","add","Dysomnia","ND","","active","approved",5114,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II65802444","add","Dyssomnia","ND","","active","approved",5115,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II307028840","add","Peginterferon alfa","ND","","active","approved",5116,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN378473262","add","Vulvoscopy","ND","","active","approved",5117,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN370132680","add","Endoscopy of vagina","ND","","active","approved",5118,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1587337383","add","Endoscopy of cervix","ND","","active","approved",5119,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN531744919","add","Vaginoscopy","ND","","active","approved",5120,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1446915754","add","Cervix examination","ND","","active","approved",5121,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II14027123","add","Neck of the womb examination","ND","","active","approved",5122,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II465894768","add","Cervical examination","ND","","active","approved",5123,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1269926519","add","Colposcope","ND","","active","approved",5124,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN457514804","add","Flu-like infection","ND","","active","approved",5125,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II247090013","add","Avonex","ND","","active","approved",5126,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1628077123","add","Manflu","ND","","active","approved",5127,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN67826573","add","Man-flu","ND","","active","approved",5128,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1930487664","add","Soft fibroma","ND","","active","approved",5129,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1251370351","add","Soft papilloma","ND","","active","approved",5130,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN208638506","add","Achrochordon","ND","","active","approved",5131,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1529870998","add","Fibroepithelial polyp","ND","","active","approved",5132,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1598902316","add","Cutaneous polyp","ND","","active","approved",5133,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN833387315","add","Fibrous polyp","ND","","active","approved",5134,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II734462736","add","Cutaneous tag","ND","","active","approved",5135,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN755614083","add","Tag of skin","ND","","active","approved",5136,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II2067408681","add","Inspection with endoscope","ND","","active","approved",5137,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1231263895","add","Endoscope","ND","","active","approved",5138,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1165688981G","add","Heel pain","ND","","active","approved",5139,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1788182293","add","Foot pain","ND","","active","approved",5140,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II487391144","add","Pain in the feet","ND","","active","approved",5141,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN818743648","add","Pain in the foot","ND","","active","approved",5142,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1967756482","add","Nipent","ND","","active","approved",5143,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II630187044","add","Onkotrone","ND","","active","approved",5144,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1339612555","add","Sprycel","ND","","active","approved",5145,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1873712630","add","Senokot","ND","","active","approved",5146,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1885869257","add","Ephedrine","ND","","active","approved",5147,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1235744790","add","Octreotide","ND","","active","approved",5148,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II907904071","add","Anaphylactic shock","ND","","active","approved",5149,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1633247460","add","FemSeven Conti","ND","","active","approved",5150,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1465392354","add","Peritoneal dialysis","ND","","active","approved",5151,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1924875135","add","In labour","ND","","active","approved",5152,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN2108736804","add","Birthing pool","ND","","active","approved",5153,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1335478395","add","Hospital birth","ND","","active","approved",5154,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN41716329","add","Midwife-led birth centre","ND","","active","approved",5155,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN479774576","add","Home birth","ND","","active","approved",5156,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II337417408","add","Sex in pregnancy","ND","","active","approved",5157,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1676332127","add","Travel during pregnancy","ND","","active","approved",5158,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1963146209","add","Eating well for pregnancy","ND","","active","approved",5159,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1581336664","add","Birth partner","ND","","active","approved",5160,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II543455600","add","Gastric bands","ND","","active","approved",5161,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1579427847","add","Gastric banding","ND","","active","approved",5162,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II98863351","add","Stomach partitioning","ND","","active","approved",5163,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1561548759","add","Stomach size reduction","ND","","active","approved",5164,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN331537991","add","Cancer of the liver","ND","","active","approved",5165,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN570817262","add","Malignant hepatoma","ND","","active","approved",5166,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1586179475","add","Malignant tumour of liver","ND","","active","approved",5167,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1264391395","add","Primary liver cell carcinoma","ND","","active","approved",5168,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN299066730","add","Primary tumour of liver","ND","","active","approved",5169,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1003787261","add","Liver cell carcinoma","ND","","active","approved",5170,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II664012742","add","Fibrolamellar carcinoma","ND","","active","approved",5171,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1986888659","add","Hepatocarcinoma","ND","","active","approved",5172,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1289239953","add","Hepatoma","ND","","active","approved",5173,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN866627375","add","HCC","ND","","active","approved",5174,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1064992108","add","Hepatocellular carcinoma","ND","","active","approved",5175,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN709622334","add","Liver carcinoma","ND","","active","approved",5176,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1227877599","add","Liver malignancy","ND","","active","approved",5177,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1396841243","add","Liver neoplasm","ND","","active","approved",5178,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN906747638","add","Liver malignant neoplasm","ND","","active","approved",5179,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN441180976","add","Liver Ca","ND","","active","approved",5180,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN305803456","add","Borrelia burgdorferi infection","ND","","active","approved",5181,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN105937186","add","Borreliosis","ND","","active","approved",5182,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN703210149","add","Lyme arthritis","ND","","active","approved",5183,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II204090154","add","Lyme borreliosis","ND","","active","approved",5184,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II2133336693","add","Borrelia burgdorferi","ND","","active","approved",5185,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN221871105","add","B burgdorferi infection","ND","","active","approved",5186,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1046263066","add","Bannwarth's syndrome","ND","","active","approved",5187,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN901547449","add","Acrodermatitis chronica atrophicans","ND","","active","approved",5188,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1287651868","add","Steere's disease","ND","","active","approved",5189,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN6401500","add","Increased weight","ND","","active","approved",5190,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1296405039","add","Putting on weight","ND","","active","approved",5191,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1197054136","add","Getting fatter","ND","","active","approved",5192,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN401405257","add","Weight increase","ND","","active","approved",5193,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1733223949","add","Inflammation of laryngeal mucous membranes","ND","","active","approved",5194,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1660278658","add","Inflammation of larynx","ND","","active","approved",5195,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II240277194","add","Chorditis vocalis inferior","ND","","active","approved",5196,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II2134761110","add","Stridulosa","ND","","active","approved",5197,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II615905622","add","Laryngeal inflammation","ND","","active","approved",5198,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1263321228","add","Larnygitis","ND","","active","approved",5199,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II2119936159","add","Simvador","ND","","active","approved",5200,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II989764679","add","Male sterilisation","ND","","active","approved",5201,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1707885561","add","Tubal sterilisation","ND","","active","approved",5202,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN662979358","add","Tubal occlusion","ND","","active","approved",5203,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II350918042","add","Male surgical sterilisation","ND","","active","approved",5204,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II590309187","add","Laparoscopic  sterilisation","ND","","active","approved",5205,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN861177555","add","Chest tightness","ND","","active","approved",5206,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II652258688","add","Sore chest","ND","","active","approved",5207,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1579382620","add","Ache in chest","ND","","active","approved",5208,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1641732096","add","Emphisema","ND","","active","approved",5209,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1412588388","add","Emphasima","ND","","active","approved",5210,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1863158288","add","Emphasemia","ND","","active","approved",5211,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1084027525","add","Emfisema","ND","","active","approved",5212,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II110082128","add","White blood cell cancer","ND","","active","approved",5213,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1333347111","add","Cancer of the white cells","ND","","active","approved",5214,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1481328313","add","Cancer of lymphocytes","ND","","active","approved",5215,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1584134709","add","Cancer of leucocytes","ND","","active","approved",5216,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1988607485","add","Cancer of leukocytes","ND","","active","approved",5217,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II645515140","add","Myeloid cell cancer","ND","","active","approved",5218,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN290540764","add","Blast cell leukaemia","ND","","active","approved",5219,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1159080212","add","Acute myelogenous leukaemia","ND","","active","approved",5220,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1077251950","add","Acute granulocytic leukaemia","ND","","active","approved",5221,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN2043943392","add","Acute myeloblastic leukaemia","ND","","active","approved",5222,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1604033228","add","Acute non-lymphocytic leukaemia","ND","","active","approved",5223,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1991408000","add","Acute myelocytic leukaemia","ND","","active","approved",5224,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN524847240","add","Acute non-lymphoblastic leukaemia","ND","","active","approved",5225,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II839005861","add","AML","ND","","active","approved",5226,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II260026313","add","ANLL","ND","","active","approved",5227,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN597354194","add","AMLX","ND","","active","approved",5228,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II840005986","add","ALL","ND","","active","approved",5229,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1465160896","add","CLL","ND","","active","approved",5230,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1144512983","add","B-CLL","ND","","active","approved",5231,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN83094143","add","BCLL","ND","","active","approved",5232,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1619961643","add","CLLX","ND","","active","approved",5233,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN2036908585","add","Chronic B-cell leukaemia","ND","","active","approved",5234,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1658919290","add","Chronic lymphocytic leukaemia","ND","","active","approved",5235,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1623733204","add","Chronic lymphoid leukaemia","ND","","active","approved",5236,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN30186732","add","Chronic myelogenous leukaemia","ND","","active","approved",5237,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1209715638","add","Chronic granulocytic leukaemia","ND","","active","approved",5238,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II358947054","add","Chronic myeloid leukaemia","ND","","active","approved",5239,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1466161021","add","CML","ND","","active","approved",5240,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1456160987","add","CGL","ND","","active","approved",5241,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN135110900","add","Bone marrow cancer","ND","","active","approved",5242,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II2131630937","add","Marrow cancer","ND","","active","approved",5243,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1009821624","add","Neck stiffness","ND","","active","approved",5244,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II749477754","add","Erythromycin/Isotretinoin","ND","","active","approved",5245,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II422336973","add","Leukemia","ND","","active","approved",5246,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1161200622","add","Crick in the neck","ND","","active","approved",5247,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II516678481","add","Can't turn head","ND","","active","approved",5248,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1319845404","add","Murmurs","ND","","active","approved",5249,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN681882076","add","Heart sounds","ND","","active","approved",5250,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1443651607","add","Cardiac murmur","ND","","active","approved",5251,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II633575174","add","Austin Flint murmur","ND","","active","approved",5252,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1723536561","add","Ejection clicks","ND","","active","approved",5253,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1190732337","add","Systolic murmurs","ND","","active","approved",5254,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1804193895","add","Mid-diastolic murmurs","ND","","active","approved",5255,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1365453964","add","Sweating at night","ND","","active","approved",5256,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN540795614","add","Cold sweats","ND","","active","approved",5257,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II11806316","add","Menopausal sweating","ND","","active","approved",5258,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1344492140","add","Hot flushes","ND","","active","approved",5259,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1073838581","add","Sweating in bed","ND","","active","approved",5260,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1775551779","add","Sweating during sleep","ND","","active","approved",5261,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II381481852","add","Malignant neoplasm of urinary bladder","ND","","active","approved",5262,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1700267837","add","Malignant tumour of bladder","ND","","active","approved",5263,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1832748134","add","Malignant neoplasm of bladder","ND","","active","approved",5264,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1317244069","add","Bladder neoplasm","ND","","active","approved",5265,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1111938556","add","Bladder tumour","ND","","active","approved",5266,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN340670677","add","Malignancy of bladder","ND","","active","approved",5267,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1598763256","add","CA bladder","ND","","active","approved",5268,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1059323364","add","Transitional cell carcinoma","ND","","active","approved",5269,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN380960643","add","Epidermoid bladder carcinoma","ND","","active","approved",5270,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1044769722","add","TCBC","ND","","active","approved",5271,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1078230586","add","Bladder carcinoma","ND","","active","approved",5272,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1449717794","add","Bladder tumor","ND","","active","approved",5273,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1496476555","add","Bone tumor","ND","","active","approved",5274,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1326261893","add","Bowel tumor","ND","","active","approved",5275,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN319863698","add","Liver tumor","ND","","active","approved",5276,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN470712310","add","Cardiac failure","ND","","active","approved",5277,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II96371454","add","Left ventricular failure","ND","","active","approved",5278,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1138993709","add","LVF","ND","","active","approved",5279,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1055234295","add","Right heart failure","ND","","active","approved",5280,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN778494349","add","Left heart failure","ND","","active","approved",5281,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II597256674","add","Right ventricular failure","ND","","active","approved",5282,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II547440165","add","RVF","ND","","active","approved",5283,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1182143591","add","Myocardial failure","ND","","active","approved",5284,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1505698390","add","Weak heart","ND","","active","approved",5285,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II443672220","add","HF","ND","","active","approved",5286,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II2098225082","add","Right cardiac failure","ND","","active","approved",5287,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1308288840","add","Right-sided cardiac failure","ND","","active","approved",5288,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN523609256","add","Left-sided cardiac failure","ND","","active","approved",5289,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN74460010","add","Left cardiac failure","ND","","active","approved",5290,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN53475464","add","Cor pulmonale","ND","","active","approved",5291,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II1343383663","add","Champix","ND","","active","approved",5292,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN1367872518","add","Pulmonary heart disease","ND","","active","approved",5293,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0IIN425240143","add","C pulmonale","ND","","active","approved",5294,"20150721T14:52:26","admin","20150721T14:56:07","admin"
"OMII0II977570061","add","Acute heart failure","ND","","active","approved",5295,"20150721T14:52:26","admin","20150721T14:56:07","admin"
